hpName,mpName,hpId,mpId
Respiratory acidosis (HPO),respiratory acidosis (MPO),HP:0005972,MP:0012550
Metabolic acidosis (HPO),metabolic acidosis (MPO),HP:0001942,MP:0012551
Lactic acidosis (HPO),lactic acidosis (MPO),HP:0003128,MP:0012552
Myelin outfoldings (HPO),tomacula (MPO),HP:0004336,MP:0012674
Myelin tomacula (HPO),tomacula (MPO),HP:0030175,MP:0012674
Diplomyelia (HPO),diplomyelia (MPO),HP:0100562,MP:0012711
Abnormal common carotid artery morphology (HPO),abnormal common carotid artery morphology (MPO),HP:0430021,MP:0012729
Epistaxis (HPO),epistaxis (MPO),HP:0000421,MP:0013127
Macrodactyly (HPO),macrodactyly (MPO),HP:0004099,MP:0013149
Spontaneous abortion (HPO),miscarriage (MPO),HP:0005268,MP:0013172
Abnormal haptoglobin level (HPO),abnormal haptoglobin level (MPO),HP:0020179,MP:0013215
Abnormal mouth floor morphology (HPO),abnormal mouth floor morphology (MPO),HP:0410012,MP:0013262
Ankyloglossia (HPO),tongue ankylosis (MPO),HP:0010296,MP:0013264
Bladder exstrophy (HPO),urinary bladder exstrophy (MPO),HP:0002836,MP:0013282
Impaired renal concentrating ability (HPO),isosthenuria (MPO),HP:0004727,MP:0013305
Visceromegaly (HPO),visceromegaly (MPO),HP:0003271,MP:0013328
Pinealoma (HPO),increased pineal gland tumor incidence (MPO),HP:0010799,MP:0013365
Parotitis (HPO),parotid gland inflammation (MPO),HP:0011850,MP:0013367
Anhidrosis (HPO),abnormal sweat gland physiology (MPO),HP:0000970,MP:0013368
Anhidrosis (HPO),anhidrosis (MPO),HP:0000970,MP:0013370
Hypohidrosis (HPO),hypohidrosis (MPO),HP:0000966,MP:0013371
Hyperhidrosis (HPO),hyperhidrosis (MPO),HP:0000975,MP:0013372
Adenoma sebaceum (HPO),increased sebaceous gland adenoma incidence (MPO),HP:0009720,MP:0013383
Chalazion (HPO),Meibomian gland cyst (MPO),HP:0010605,MP:0013390
Posterior blepharitis (HPO),abnormal Meibomian gland physiology (MPO),HP:0025610,MP:0013391
Posterior blepharitis (HPO),Meibomian gland inflammation (MPO),HP:0025610,MP:0013392
Symblepharon (HPO),symblepharon (MPO),HP:0430007,MP:0013393
Nasolacrimal duct obstruction (HPO),nasolacrimal duct obstruction (MPO),HP:0000579,MP:0013451
Keratoconjunctivitis sicca (HPO),keratoconjunctivitis sicca (MPO),HP:0001097,MP:0013466
Scleritis (HPO),scleritis (MPO),HP:0100532,MP:0013479
Oral erythroplakia (HPO),oral erythroplakia (MPO),HP:0030934,MP:0013492
Testicular atrophy (HPO),testis degeneration (MPO),HP:0000029,MP:0013600
Abnormal erythroid lineage cell morphology (HPO),abnormal erythroid lineage cell morphology (MPO),HP:0012130,MP:0013659
Stridor (HPO),stridor (MPO),HP:0010307,MP:0013752
Tracheomalacia (HPO),tracheomalacia (MPO),HP:0002779,MP:0013753
Bone marrow hypocellularity (HPO),bone marrow failure (MPO),HP:0005528,MP:0013776
Narrow naris (HPO),small external nares (MPO),HP:0009933,MP:0013789
Single naris (HPO),single external naris (MPO),HP:0009932,MP:0013790
Encephalopathy (HPO),encephalopathy (MPO),HP:0001298,MP:0013806
Generalized edema (HPO),generalized edema (MPO),HP:0007430,MP:0013807
Celiac artery compression (HPO),celiac artery compression (MPO),HP:0012327,MP:0013856
Abnormal eyelash morphology (HPO),abnormal eyelid cilium morphology (MPO),HP:0000499,MP:0013895
Enthesitis (HPO),enthesitis (MPO),HP:0100686,MP:0013942
Meconium ileus (HPO),meconium ileus (MPO),HP:0004401,MP:0014036
Dry hair (HPO),dry hair (MPO),HP:0011359,MP:0014053
Ethmocephaly (HPO),ethmocephaly (MPO),HP:0030779,MP:0014061
Lafora bodies (HPO),Lafora bodies (MPO),HP:0100318,MP:0014063
Argyrophilic inclusion bodies (HPO),argyrophilic inclusion bodies (MPO),HP:0100317,MP:0014064
Lewy bodies (HPO),Lewy bodies (MPO),HP:0100315,MP:0014065
Hirano bodies (HPO),Hirano bodies (MPO),HP:0100316,MP:0014067
Hemangioma (HPO),hemangioma (MPO),HP:0001028,MP:0014086
Focal-onset seizure (HPO),focal seizures (MPO),HP:0007359,MP:0014120
Thymoma (HPO),increased thymoma incidence (MPO),HP:0100522,MP:0014127
Alacrima (HPO),alacrima (MPO),HP:0000522,MP:0014157
Increased circulating cortisol level (HPO),increased circulating cortisol level (MPO),HP:0003118,MP:0014161
Decreased circulating cortisol level (HPO),decreased circulating cortisol level (MPO),HP:0008163,MP:0014162
Abnormal suspensory ligament of lens morphology (HPO),abnormal cilary zonule morphology (MPO),HP:0012628,MP:0014176
Testicular fibrosis (HPO),testis fibrosis (MPO),HP:0012860,MP:0014189
Short ear (HPO),short ears (MPO),HP:0400005,MP:0020084
Long ear (HPO),long ears (MPO),HP:0400004,MP:0020085
Abnormality of body mass index (HPO),abnormal body mass index (MPO),HP:0045081,MP:0020182
Lacrimation abnormality (HPO),abnormal tear production (MPO),HP:0000632,MP:0020218
Epiphora (HPO),increased tear production (MPO),HP:0009926,MP:0020219
Increased tear production (HPO),increased tear production (MPO),HP:0031731,MP:0020219
Decreased lacrimation (HPO),decreased tear production (MPO),HP:0000633,MP:0020220
Astasia (HPO),astasia (MPO),HP:0020037,MP:0020289
Retinal perforation (HPO),rhegmatogenous retinal detachment (MPO),HP:0011958,MP:0020441
Rhegmatogenous retinal detachment (HPO),rhegmatogenous retinal detachment (MPO),HP:0012230,MP:0020441
Exudative retinal detachment (HPO),serous retinal detachment (MPO),HP:0012231,MP:0020442
Tractional retinal detachment (HPO),tractional retinal detachment (MPO),HP:0007917,MP:0020443
Elevated plasma citrulline (HPO),increased circulating citrulline level (MPO),HP:0011966,MP:0020836
Subglottic stenosis (HPO),subglottis stenosis (MPO),HP:0001607,MP:0030001
Hippocampal atrophy (HPO),hippocampus atrophy (MPO),HP:0410170,MP:0030003
Hypoplastic hippocampus (HPO),hippocampus hypoplasia (MPO),HP:0025517,MP:0030004
Wormian bones (HPO),Wormian bones (MPO),HP:0002645,MP:0030030
Abnormality of the forehead (HPO),abnormal forehead morphology (MPO),HP:0000290,MP:0030031
Hypoplastic nasal bridge (HPO),small nasal bridge (MPO),HP:0005281,MP:0030035
Short nasal bridge (HPO),short nasal bridge (MPO),HP:0003194,MP:0030036
Prominent forehead (HPO),prominent forehead (MPO),HP:0011220,MP:0030049
Mandibular prognathia (HPO),large mandible (MPO),HP:0000303,MP:0030050
Erythrodontia (HPO),erythrodontia (MPO),HP:0030756,MP:0030058
Small face (HPO),face hypoplasia (MPO),HP:0000274,MP:0030065
Abnormal facial shape (HPO),abnormal face shape (MPO),HP:0001999,MP:0030071
Synotia (HPO),synotia (MPO),HP:0100663,MP:0030078
Small foramen magnum (HPO),foramen magnum stenosis (MPO),HP:0002677,MP:0030094
Preauricular pit (HPO),preauricular pit (MPO),HP:0004467,MP:0030097
Periorbital fullness (HPO),periorbital fullness (MPO),HP:0000629,MP:0030098
Hemifacial hypoplasia (HPO),hemifacial hypoplasia (MPO),HP:0011332,MP:0030100
Carious teeth (HPO),carious teeth (MPO),HP:0000670,MP:0030101
Torticollis (HPO),torticollis (MPO),HP:0000473,MP:0030126
Glossitis (HPO),tongue inflammation (MPO),HP:0000206,MP:0030129
Gingivitis (HPO),gum inflammation (MPO),HP:0000230,MP:0030130
Periodontitis (HPO),periodontium inflammation (MPO),HP:0000704,MP:0030132
Facial tics (HPO),facial muscle spasm (MPO),HP:0011468,MP:0030143
Thick upper lip vermilion (HPO),thick upper lip (MPO),HP:0000215,MP:0030169
Hypoplastic nasal septum (HPO),small nasal septum (MPO),HP:0005104,MP:0030197
Deviated nasal septum (HPO),deviated nasal septum (MPO),HP:0004411,MP:0030199
Thick nasal septum (HPO),thick nasal septum (MPO),HP:0009746,MP:0030205
Abnormal hyoglossus muscle morphology (HPO),abnormal hyoglossus muscle morphology (MPO),HP:3000051,MP:0030212
Fasciculations (HPO),muscle fasciculation (MPO),HP:0002380,MP:0030214
Tongue fasciculations (HPO),tongue muscle fasciculation (MPO),HP:0001308,MP:0030216
Pyriform aperture stenosis (HPO),piriform aperture stenosis (MPO),HP:0025011,MP:0030218
Mandibular hyperostosis (HPO),mandibular hyperostosis (MPO),HP:0004472,MP:0030223
Narrow maxilla (HPO),narrow maxilla (MPO),HP:0002010,MP:0030248
Vertical orbital dystopia (HPO),vertical orbital dystopia (MPO),HP:0030867,MP:0030253
Frontal bossing (HPO),frontal bossing (MPO),HP:0002007,MP:0030262
Frontal bossing (HPO),cranial bossing (MPO),HP:0002007,MP:0030263
Parietal bossing (HPO),parietal bossing (MPO),HP:0000242,MP:0030265
Retrognathia (HPO),retrogenia (MPO),HP:0000278,MP:0030270
Micrognathia (HPO),mandibular retrognathia (MPO),HP:0000347,MP:0030273
Hypoplasia of the maxilla (HPO),maxillary retrognathia (MPO),HP:0000327,MP:0030274
Thickened calvaria (HPO),thick neurocranium (MPO),HP:0002684,MP:0030278
Thin calvarium (HPO),thin neurocranium (MPO),HP:0010539,MP:0030279
Absent soft palate (HPO),absent soft palate (MPO),HP:0031046,MP:0030290
Microcephaly (HPO),small neurocranium (MPO),HP:0000252,MP:0030315
Temporomandibular joint ankylosis (HPO),temporomandibular joint ankylosis (MPO),HP:0012478,MP:0030327
Coronal craniosynostosis (HPO),premature coronal suture closure (MPO),HP:0004440,MP:0030350
Sagittal craniosynostosis (HPO),premature sagittal suture closure (MPO),HP:0004442,MP:0030354
Lambdoidal craniosynostosis (HPO),premature lambdoid suture closure (MPO),HP:0004443,MP:0030356
Sclerotic cranial sutures (HPO),cranial suture sclerosis (MPO),HP:0005441,MP:0030359
Metopic synostosis (HPO),premature metopic suture closure (MPO),HP:0011330,MP:0030367
Hypoplastic facial bones (HPO),facial bone hypoplasia (MPO),HP:0002692,MP:0030386
Craniosynostosis (HPO),premature fontanelle closure (MPO),HP:0001363,MP:0030392
Premature closure of fontanelles (HPO),premature fontanelle closure (MPO),HP:0005458,MP:0030392
Absent stapes head (HPO),absent stapes head (MPO),HP:0200111,MP:0030403
Craniofacial hyperostosis (HPO),craniofacial hyperostosis (MPO),HP:0004493,MP:0030417
Facial hyperostosis (HPO),facial hyperostosis (MPO),HP:0005465,MP:0030418
Excessive cerumen (HPO),excessive cerumen (MPO),HP:0030789,MP:0030419
Craniosynostosis (HPO),premature craniofacial suture closure (MPO),HP:0001363,MP:0030435
Dental enamel pits (HPO),enamel pits (MPO),HP:0009722,MP:0030460
Tooth abscess (HPO),tooth abscess (MPO),HP:0030757,MP:0030462
Periapical tooth abscess (HPO),apical tooth abscess (MPO),HP:0030758,MP:0030463
Fused teeth (HPO),fused teeth (MPO),HP:0011090,MP:0030472
Pulp stones (HPO),dental pulp stones (MPO),HP:0003771,MP:0030491
Rootless teeth (HPO),absent tooth root (MPO),HP:0011072,MP:0030495
Taurodontia (HPO),taurodontia (MPO),HP:0000679,MP:0030496
Conical tooth (HPO),conical tooth (MPO),HP:0000698,MP:0030499
Multiple impacted teeth (HPO),tooth impaction (MPO),HP:0001571,MP:0030505
Impacted tooth (HPO),tooth impaction (MPO),HP:0011079,MP:0030505
Thoracoabdominal wall defect (HPO),thoracoabdominoschisis (MPO),HP:0100656,MP:0030579
Dermal atrophy (HPO),skin atrophy (MPO),HP:0004334,MP:0030584
Agenesis of permanent teeth (HPO),decreased tooth number (MPO),HP:0006349,MP:0030608
Anodontia (HPO),absent teeth (MPO),HP:0000674,MP:0030610
Hydroxyprolinemia (HPO),increased circulating hydroxyproline level (MPO),HP:0003260,MP:0030681
Hydroxyprolinuria (HPO),hydroxyprolinuria (MPO),HP:0003080,MP:0030682
Achilles tendon calcification (HPO),calcified calcaneal tendon (MPO),HP:0025441,MP:0030776
Abnormality of the femoral head (HPO),abnormal femur head morphology (MPO),HP:0003368,MP:0030788
Abnormality of the femoral neck (HPO),abnormal femur neck morphology (MPO),HP:0003367,MP:0030789
Short femoral neck (HPO),short femur neck (MPO),HP:0100864,MP:0030793
Hip dislocation (HPO),hip dislocation (MPO),HP:0002827,MP:0030796
Joint laxity (HPO),joint laxity (MPO),HP:0001388,MP:0030797
Flexion contracture (HPO),joint contracture (MPO),HP:0001371,MP:0030798
Tendonitis (HPO),tendonitis (MPO),HP:0025230,MP:0030801
Sacroiliac arthritis (HPO),sacroiliac joint inflammation (MPO),HP:0012317,MP:0030822
Femur fracture (HPO),femur fracture (MPO),HP:0031846,MP:0030827
Elbow dislocation (HPO),elbow dislocation (MPO),HP:0003042,MP:0030843
Dislocated wrist (HPO),wrist dislocation (MPO),HP:0003994,MP:0030864
Rachitic rosary (HPO),rachitic rosary (MPO),HP:0000897,MP:0030884
Beaded ribs (HPO),rachitic rosary (MPO),HP:0000923,MP:0030884
Aberrant melanosome maturation (HPO),abnormal melanosome maturation (MPO),HP:0007384,MP:0030915
Giant melanosomes in melanocytes (HPO),enlarged melanosome (MPO),HP:0005592,MP:0030917
Hypopyon (HPO),hypopyon (MPO),HP:0031615,MP:0030932
Hyphema (HPO),hyphema (MPO),HP:0011886,MP:0030933
Ketoacidosis (HPO),ketoacidosis (MPO),HP:0001993,MP:0030971
Increased circulating osteocalcin level (HPO),increased circulating osteocalcin level (MPO),HP:0031428,MP:0030984
Decreased circulating osteocalcin level (HPO),decreased circulating osteocalcin level (MPO),HP:0031429,MP:0030985
Myelitis (HPO),spinal cord inflammation (MPO),HP:0012486,MP:0030987
Neuritis (HPO),nerve inflammation (MPO),HP:0031002,MP:0030990
Optic neuritis (HPO),optic nerve inflammation (MPO),HP:0100653,MP:0030991
Macrotia (HPO),big ears (MPO),HP:0000400,MP:0000017
Cochlear degeneration (HPO),cochlear degeneration (MPO),HP:0005102,MP:0000032
Increased bone mineral density (HPO),increased bone mineral density (MPO),HP:0011001,MP:0000062
Osteopenia (HPO),decreased bone mineral density (MPO),HP:0000938,MP:0000063
Osteoporosis (HPO),osteoporosis (MPO),HP:0000939,MP:0000066
Kyphoscoliosis (HPO),kyphoscoliosis (MPO),HP:0002751,MP:0000069
Hypoplasia of the nasal bone (HPO),nasal bone hypoplasia (MPO),HP:0004646,MP:0000103
Dental malocclusion (HPO),malocclusion (MPO),HP:0000689,MP:0000120
Absent vertebra (HPO),absent vertebrae (MPO),HP:0008465,MP:0000138
Rib fusion (HPO),rib fusion (MPO),HP:0000902,MP:0000154
Kyphosis (HPO),kyphosis (MPO),HP:0002808,MP:0000160
Scoliosis (HPO),scoliosis (MPO),HP:0002650,MP:0000161
Hypoglycemia (HPO),hypoglycemia (MPO),HP:0001943,MP:0000189
Hypercalcemia (HPO),increased circulating calcium level (MPO),HP:0003072,MP:0000194
Hypocalcemia (HPO),decreased circulating calcium level (MPO),HP:0002901,MP:0000195
Hypophosphatemia (HPO),decreased circulating phosphate level (MPO),HP:0002148,MP:0000198
Abnormal leukocyte count (HPO),abnormal leukocyte cell number (MPO),HP:0011893,MP:0000217
Monocytosis (HPO),increased monocyte cell number (MPO),HP:0012311,MP:0000220
Neutropenia (HPO),decreased neutrophil cell number (MPO),HP:0001875,MP:0000222
Monocytopenia (HPO),decreased monocyte cell number (MPO),HP:0012312,MP:0000223
Overriding aorta (HPO),overriding aortic valve (MPO),HP:0002623,MP:0000273
Abnormal ventricular septum morphology (HPO),abnormal interventricular septum morphology (MPO),HP:0010438,MP:0000281
Abnormal heart valve morphology (HPO),abnormal heart valve morphology (MPO),HP:0001654,MP:0000285
Hemoglobinuria (HPO),hemoglobinuria (MPO),HP:0003641,MP:0000315
Abnormal mast cell morphology (HPO),abnormal mast cell morphology (MPO),HP:0100494,MP:0000359
Hypertrichosis (HPO),excessive hair (MPO),HP:0000998,MP:0000412
Sparse hair (HPO),sparse hair (MPO),HP:0008070,MP:0000416
Wide nasal bridge (HPO),broad nasal bridge (MPO),HP:0000431,MP:0000449
Gastrointestinal hemorrhage (HPO),gastrointestinal hemorrhage (MPO),HP:0002239,MP:0000465
Long fibula (HPO),long fibula (MPO),HP:0003085,MP:0000482
Rectal prolapse (HPO),rectal prolapse (MPO),HP:0002035,MP:0000493
Renal agenesis (HPO),absent kidney (MPO),HP:0000104,MP:0000520
Abnormal renal cortex morphology (HPO),abnormal kidney cortex morphology (MPO),HP:0011035,MP:0000521
Absent radius (HPO),absent radius (MPO),HP:0003974,MP:0000553
Polydactyly (HPO),polydactyly (MPO),HP:0010442,MP:0000562
Oligodactyly (HPO),oligodactyly (MPO),HP:0012165,MP:0000565
Abnormal liver morphology (HPO),abnormal liver morphology (MPO),HP:0410042,MP:0000598
Hepatomegaly (HPO),enlarged liver (MPO),HP:0002240,MP:0000599
Amyloidosis (HPO),amyloidosis (MPO),HP:0011034,MP:0000604
Xerostomia (HPO),xerostomia (MPO),HP:0000217,MP:0000624
Enlarged pituitary gland (HPO),enlarged pituitary gland (MPO),HP:0012505,MP:0000636
Adrenal hypoplasia (HPO),adrenal gland hypoplasia (MPO),HP:0000835,MP:0000640
Adrenal hyperplasia (HPO),enlarged adrenal glands (MPO),HP:0008221,MP:0000642
Asplenia (HPO),absent spleen (MPO),HP:0001746,MP:0000690
Splenomegaly (HPO),enlarged spleen (MPO),HP:0001744,MP:0000691
Hypoplastic spleen (HPO),spleen hypoplasia (MPO),HP:0006270,MP:0000694
Thymus hyperplasia (HPO),thymus hyperplasia (MPO),HP:0010516,MP:0000708
Hypoplasia of the musculature (HPO),muscle hypoplasia (MPO),HP:0009004,MP:0000734
Muscle weakness (HPO),muscle weakness (MPO),HP:0001324,MP:0000747
Progressive muscle weakness (HPO),progressive muscle weakness (MPO),HP:0003323,MP:0000748
Myopathy (HPO),myopathy (MPO),HP:0003198,MP:0000751
Hernia of the abdominal wall (HPO),herniated abdominal wall (MPO),HP:0004299,MP:0000757
Dilated third ventricle (HPO),dilated third ventricle (MPO),HP:0007082,MP:0000827
Dilated fourth ventricle (HPO),dilated fourth ventricle (MPO),HP:0002198,MP:0000829
Abnormal hypothalamus morphology (HPO),abnormal hypothalamus morphology (MPO),HP:0012286,MP:0000837
Cerebellar hypoplasia (HPO),cerebellum hypoplasia (MPO),HP:0001321,MP:0000851
Optic atrophy (HPO),optic nerve atrophy (MPO),HP:0000648,MP:0001059
Hypoplasia of the uterus (HPO),uterus hypoplasia (MPO),HP:0000013,MP:0001121
Abnormal ovarian morphology (HPO),abnormal ovary morphology (MPO),HP:0031065,MP:0001126
Vaginal atresia (HPO),vagina atresia (MPO),HP:0000148,MP:0001144
Decreased testicular size (HPO),small testis (MPO),HP:0008734,MP:0001147
Pulmonary hypoplasia (HPO),pulmonary hypoplasia (MPO),HP:0002089,MP:0001178
Absent skin pigmentation (HPO),absent skin pigmentation (MPO),HP:0200098,MP:0001189
Psoriasiform dermatitis (HPO),psoriasis (MPO),HP:0003765,MP:0001193
Epidermal hyperkeratosis (HPO),hyperkeratosis (MPO),HP:0007543,MP:0001242
Tall stature (HPO),increased body height (MPO),HP:0000098,MP:0001254
Short stature (HPO),decreased body height (MPO),HP:0004322,MP:0001255
Increased body weight (HPO),increased body weight (MPO),HP:0004324,MP:0001260
Obesity (HPO),obese (MPO),HP:0001513,MP:0001261
Decreased body weight (HPO),decreased body weight (MPO),HP:0004325,MP:0001262
Weight loss (HPO),weight loss (MPO),HP:0001824,MP:0001263
Abdominal distention (HPO),distended abdomen (MPO),HP:0003270,MP:0001270
Hypertelorism (HPO),ocular hypertelorism (MPO),HP:0000316,MP:0001300
Cataract (HPO),cataract (MPO),HP:0000518,MP:0001304
Abnormal conjunctiva morphology (HPO),abnormal conjunctiva morphology (MPO),HP:0000502,MP:0001310
Abnormal cornea morphology (HPO),abnormal cornea morphology (MPO),HP:0000481,MP:0001312
Corneal scarring (HPO),corneal scarring (MPO),HP:0000559,MP:0001316
Abnormal pupil morphology (HPO),abnormal pupil morphology (MPO),HP:0000615,MP:0001317
Abnormal lacrimal gland morphology (HPO),abnormal lacrimal gland morphology (MPO),HP:0011482,MP:0001346
Polyphagia (HPO),polyphagia (MPO),HP:0002591,MP:0001433
Abnormal cardiovascular system physiology (HPO),abnormal cardiovascular system physiology (MPO),HP:0011025,MP:0001544
Hyperlipidemia (HPO),hyperlipidemia (MPO),HP:0003077,MP:0001548
Hyperglycemia (HPO),hyperglycemia (MPO),HP:0003074,MP:0001559
Hyperphosphatemia (HPO),increased circulating phosphate level (MPO),HP:0002905,MP:0001566
Internal hemorrhage (HPO),internal hemorrhage (MPO),HP:0011029,MP:0001634
Increased circulating corticosterone level (HPO),increased circulating corticosterone level (MPO),HP:0032362,MP:0001745
Elevated circulating luteinizing hormone level (HPO),increased circulating luteinizing hormone level (MPO),HP:0011969,MP:0001751
Glycosuria (HPO),increased urine glucose level (MPO),HP:0003076,MP:0001759
Polyuria (HPO),polyuria (MPO),HP:0000103,MP:0001762
Edema (HPO),edema (MPO),HP:0000969,MP:0001785
Periorbital edema (HPO),periorbital edema (MPO),HP:0100539,MP:0001788
Decreased circulating IgG level (HPO),decreased IgG level (MPO),HP:0004315,MP:0001805
Decreased circulating total IgM (HPO),decreased IgM level (MPO),HP:0002850,MP:0001806
Hypoplasia of the thymus (HPO),thymus hypoplasia (MPO),HP:0000778,MP:0001823
Increased inflammatory response (HPO),increased inflammatory response (MPO),HP:0012649,MP:0001846
Vasculitis (HPO),vasculitis (MPO),HP:0002633,MP:0001864
Decreased inflammatory response (HPO),decreased inflammatory response (MPO),HP:0012648,MP:0001876
Abnormal lymphatic vessel morphology (HPO),abnormal lymphatic vessel morphology (MPO),HP:0100766,MP:0001879
Intracranial hemorrhage (HPO),intracranial hemorrhage (MPO),HP:0002170,MP:0001915
Infertility (HPO),infertility (MPO),HP:0000789,MP:0001924
Male infertility (HPO),male infertility (MPO),HP:0003251,MP:0001925
Female infertility (HPO),female infertility (MPO),HP:0008222,MP:0001926
Apnea (HPO),apnea (MPO),HP:0002104,MP:0001957
Emphysema (HPO),emphysema (MPO),HP:0002097,MP:0001958
Hearing impairment (HPO),deafness (MPO),HP:0000365,MP:0001967
Blindness (HPO),blindness (MPO),HP:0000618,MP:0002001
Hyperinsulinemia (HPO),increased circulating insulin level (MPO),HP:0000842,MP:0002079
Abnormal eye morphology (HPO),abnormal eye morphology (MPO),HP:0012372,MP:0002092
Abnormal muscle physiology (HPO),abnormal muscle physiology (MPO),HP:0011804,MP:0002106
Abnormal renal physiology (HPO),abnormal kidney physiology (MPO),HP:0012211,MP:0002136
Abnormal reproductive system morphology (HPO),abnormal reproductive system morphology (MPO),HP:0012243,MP:0002160
Hydrops fetalis (HPO),hydrops fetalis (MPO),HP:0001789,MP:0002192
Agenesis of corpus callosum (HPO),absent corpus callosum (MPO),HP:0001274,MP:0002196
Abnormal germ cell morphology (HPO),abnormal germ cell morphology (MPO),HP:0012862,MP:0002208
Abnormal nasal morphology (HPO),abnormal nose morphology (MPO),HP:0005105,MP:0002233
Abnormal cricoid cartilage morphology (HPO),abnormal cricoid cartilage morphology (MPO),HP:3000038,MP:0002258
Hyperventilation (HPO),hyperventilation (MPO),HP:0002883,MP:0002320
Hypoventilation (HPO),hypoventilation (MPO),HP:0002791,MP:0002321
Decreased antibody level in blood (HPO),decreased immunoglobulin level (MPO),HP:0004313,MP:0002460
Increased antibody level in blood (HPO),increased immunoglobulin level (MPO),HP:0010702,MP:0002461
Abnormal immunoglobulin level (HPO),abnormal immunoglobulin level (MPO),HP:0010701,MP:0002490
Increased circulating IgG level (HPO),increased IgG level (MPO),HP:0003237,MP:0002493
Increased circulating IgD level (HPO),increased IgD level (MPO),HP:0410246,MP:0002496
Abnormal platelet volume (HPO),abnormal platelet volume (MPO),HP:0011876,MP:0002586
Increased mean platelet volume (HPO),increased mean platelet volume (MPO),HP:0011877,MP:0002599
Increased basophil count (HPO),increased basophil cell number (MPO),HP:0031807,MP:0002606
Decreased basophil count (HPO),decreased basophil cell number (MPO),HP:0031808,MP:0002607
Reticulocytosis (HPO),reticulocytosis (MPO),HP:0001923,MP:0002640
Anisopoikilocytosis (HPO),anisopoikilocytosis (MPO),HP:0004823,MP:0002641
Poikilocytosis (HPO),poikilocytosis (MPO),HP:0004447,MP:0002643
Decreased circulating corticosterone level (HPO),decreased circulating corticosterone level (MPO),HP:0032363,MP:0002665
Hyperaldosteronism (HPO),increased circulating aldosterone level (MPO),HP:0000859,MP:0002666
Decreased circulating aldosterone level (HPO),decreased circulating aldosterone level (MPO),HP:0004319,MP:0002667
Hypoinsulinemia (HPO),decreased circulating insulin level (MPO),HP:0040216,MP:0002727
Hypoplastic heart (HPO),heart hypoplasia (MPO),HP:0001961,MP:0002740
Abnormal autonomic nervous system morphology (HPO),abnormal autonomic nervous system morphology (MPO),HP:0012331,MP:0002751
Decreased circulating luteinizing hormone level (HPO),decreased circulating luteinizing hormone level (MPO),HP:0030344,MP:0002773
Female pseudohermaphroditism (HPO),female pseudohermaphroditism (MPO),HP:0010458,MP:0002788
Male pseudohermaphroditism (HPO),male pseudohermaphroditism (MPO),HP:0000037,MP:0002789
Spherocytosis (HPO),spherocytosis (MPO),HP:0004444,MP:0002812
Coarse hair (HPO),coarse hair (MPO),HP:0002208,MP:0002832
Polycythemia (HPO),polycythemia (MPO),HP:0001901,MP:0002872
Abnormality of thyroid physiology (HPO),abnormal thyroid gland physiology (MPO),HP:0002926,MP:0002876
Glutaric aciduria (HPO),glutaricadicuria (MPO),HP:0003150,MP:0002931
Joint swelling (HPO),joint swelling (MPO),HP:0001386,MP:0002936
Aqueductal stenosis (HPO),cerebral aqueductal stenosis (MPO),HP:0002410,MP:0002958
Hypocalciuria (HPO),decreased urine calcium level (MPO),HP:0003127,MP:0002986
Arthritis (HPO),arthritis (MPO),HP:0001369,MP:0002993
Hyperchloremia (HPO),increased circulating chloride level (MPO),HP:0011423,MP:0003019
Hypochloremia (HPO),decreased circulating chloride level (MPO),HP:0003113,MP:0003020
Coronary artery stenosis (HPO),coronary artery stenosis (MPO),HP:0005145,MP:0003024
Acidosis (HPO),acidosis (MPO),HP:0001941,MP:0003031
Blue sclerae (HPO),sclera thinning (MPO),HP:0000592,MP:0003102
Short femur (HPO),short femur (MPO),HP:0003097,MP:0003109
Anal atresia (HPO),anal atresia (MPO),HP:0002023,MP:0003130
Patent ductus arteriosus (HPO),patent ductus arteriosus (MPO),HP:0001643,MP:0003139
Cochlear aplasia (HPO),absent cochlea (MPO),HP:0011375,MP:0003147
Thrombocytopenia (HPO),thrombocytopenia (MPO),HP:0001873,MP:0003179
Synostosis of joints (HPO),fused joints (MPO),HP:0100240,MP:0003189
Testicular atrophy (HPO),testicular atrophy (MPO),HP:0000029,MP:0003205
Constipation (HPO),constipation (MPO),HP:0002019,MP:0003267
Intestinal obstruction (HPO),intestinal obstruction (MPO),HP:0005214,MP:0003270
Duodenal atresia (HPO),duodenal atresia (MPO),HP:0002247,MP:0003272
Duodenal ulcer (HPO),duodenal ulcer (MPO),HP:0002588,MP:0003273
Esophageal atresia (HPO),esophageal atresia (MPO),HP:0002032,MP:0003276
Gastric ulcer (HPO),gastric ulcer (MPO),HP:0002592,MP:0003282
Gastric hypertrophy (HPO),gastric hypertrophy (MPO),HP:0005207,MP:0003285
Intestinal edema (HPO),intestinal edema (MPO),HP:0005225,MP:0003288
Melena (HPO),melena (MPO),HP:0002249,MP:0003292
Microcolon (HPO),microcolon (MPO),HP:0004388,MP:0003296
Rectal abscess (HPO),perirectal abscess (MPO),HP:0005224,MP:0003302
Aminoaciduria (HPO),aminoaciduria (MPO),HP:0003355,MP:0003311
Perineal fistula (HPO),perineal fistula (MPO),HP:0004871,MP:0003316
Anal fistula (HPO),anal fistula (MPO),HP:0010447,MP:0003319
Tracheoesophageal fistula (HPO),tracheoesophageal fistula (MPO),HP:0002575,MP:0003321
Decreased liver function (HPO),decreased liver function (MPO),HP:0001410,MP:0003325
